user_id,first_name,last_name,gender,level
20,Aiden,Ramirez,M,paid
20,Aiden,Ramirez,M,paid
20,Aiden,Ramirez,M,paid
20,Aiden,Ramirez,M,paid
20,Aiden,Ramirez,M,paid
20,Aiden,Ramirez,M,paid
20,Aiden,Ramirez,M,paid
20,Aiden,Ramirez,M,paid
11,Christian,Porter,F,free
20,Aiden,Ramirez,M,paid
43,Jahiem,Miles,M,free
43,Jahiem,Miles,M,free
43,Jahiem,Miles,M,free
43,Jahiem,Miles,M,free
29,Jacqueline,Lynch,F,free
29,Jacqueline,Lynch,F,paid
48,Marina,Sutton,F,free
80,Tegan,Levine,F,free
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
83,Stefany,White,F,free
80,Tegan,Levine,F,paid
83,Stefany,White,F,free
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
72,Hayden,Brock,F,paid
80,Tegan,Levine,F,paid
72,Hayden,Brock,F,paid
72,Hayden,Brock,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
72,Hayden,Brock,F,paid
80,Tegan,Levine,F,paid
72,Hayden,Brock,F,paid
80,Tegan,Levine,F,paid
72,Hayden,Brock,F,paid
80,Tegan,Levine,F,paid
80,Tegan,Levine,F,paid
72,Hayden,Brock,F,paid
